nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS000007DB33/Escherichia,11,4,1,3,6,2,3,4,2,6,3,1,2,5,7,0,2,3,2,3,2,5,0,1,1,1,5,10,2,1,3,7,7,1,1,2,2,3,4,1,3,2,3,2,4,2,2,6,3,3,7,6,7,1,3,3,1,3,1,2,4,6,1,6,snoRNA
URS000015AD28/Escherichia,1,1,0,1,0,1,1,0,0,1,0,1,1,1,3,1,1,1,1,2,0,0,0,3,1,1,1,1,0,1,0,2,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,2,2,1,0,0,2,1,1,2,1,1,1,0,1,2,1,1,snoRNA
URS0000694D90/Escherichia,3,0,3,0,1,0,0,1,1,2,2,1,2,1,1,1,1,0,0,2,1,2,0,0,0,2,1,2,0,0,2,2,2,0,3,1,1,0,2,2,0,3,0,0,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,1,0,0,1,2,snoRNA
URS0000008ED3/Rhizobium,0,0,2,2,0,0,0,0,2,2,0,1,0,1,1,0,1,0,2,0,0,0,0,0,2,1,2,1,1,0,0,1,1,0,2,1,1,1,5,0,1,1,2,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,snoRNA
URS0000031E16/Thermodesulfovibrio,8,2,3,2,0,2,0,1,4,3,2,0,2,0,1,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,2,1,0,0,0,2,0,0,1,1,2,0,1,2,8,0,2,3,0,0,0,0,1,0,0,0,4,0,1,1,snoRNA
URS00001AA27A/Escherichia,4,2,0,3,1,3,1,1,0,2,0,0,1,0,2,3,1,1,0,1,1,2,3,0,3,2,1,0,0,1,0,2,4,0,1,0,1,0,1,0,2,1,0,1,0,2,3,1,2,0,0,4,1,1,1,1,1,1,1,0,1,1,0,1,snoRNA
URS000011D1B3/Leptospira,5,1,1,4,1,0,1,1,3,0,0,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,3,1,0,0,0,0,0,0,2,5,1,2,8,snoRNA
URS000021EB5B/Streptococcus,9,1,2,3,2,0,1,3,2,1,0,2,2,2,3,3,1,1,0,1,2,0,0,0,1,0,0,0,2,1,0,1,3,0,0,1,0,1,0,0,1,0,1,0,2,0,1,1,7,0,1,7,0,0,0,1,1,0,0,1,2,3,0,2,snoRNA
URS0000133A43/Escherichia,1,0,1,1,1,0,2,0,2,3,1,2,1,2,4,4,0,3,1,3,1,2,0,1,1,2,1,0,4,2,0,5,1,2,1,3,1,0,4,3,2,2,0,2,0,1,4,2,3,2,1,2,3,1,3,3,3,2,2,2,0,1,2,5,snoRNA
URS00002766F3/Streptococcus,5,1,1,3,4,2,1,0,2,1,1,1,3,0,2,5,1,1,1,2,2,0,0,1,1,1,1,0,0,0,0,2,3,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,3,2,2,5,1,0,0,1,2,0,0,1,4,2,1,3,snoRNA
URS000013F26B/Staphylococcus,5,2,0,7,2,0,2,0,4,0,1,0,5,3,0,4,1,0,0,4,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,3,0,2,0,5,2,4,3,3,1,0,1,1,0,0,0,1,3,0,4,snoRNA
URS00001BC080/Staphylococcus,3,3,0,4,3,2,0,0,1,1,1,1,3,1,3,3,1,0,2,2,2,0,0,0,2,1,0,0,1,1,1,2,1,0,0,2,0,0,1,1,2,0,0,1,1,0,0,3,7,1,0,4,2,0,3,1,1,2,0,0,0,3,1,0,snoRNA
URS0000D197EE/Methylobacter,0,2,2,1,0,1,1,0,2,1,0,1,2,1,0,2,3,0,0,1,2,1,2,0,1,1,0,0,0,0,2,2,1,0,1,2,0,1,2,0,0,1,1,1,0,1,0,3,1,2,0,1,0,1,0,3,2,1,2,0,2,0,1,3,snoRNA
URS0000DD0931/Gelidibacter,0,0,0,0,1,1,0,1,1,2,1,1,0,1,2,2,0,1,0,1,0,1,0,2,2,0,0,0,0,0,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,1,4,1,1,0,2,1,0,0,1,1,1,3,2,1,1,5,2,snoRNA
URS000006F5B6/uncultured,6,16,10,8,12,19,26,11,16,22,24,12,6,14,14,6,11,11,19,10,14,16,21,9,17,26,23,22,12,7,16,9,24,15,15,21,14,16,29,10,22,22,38,15,17,16,23,16,19,12,17,8,12,14,16,5,14,12,16,12,6,5,6,2,snoRNA
URS0000EDFF53/Chryseobacterium,2,0,0,5,1,2,0,1,2,0,0,2,3,0,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,3,2,1,0,0,0,0,0,0,0,1,0,0,3,2,0,1,3,1,0,0,1,4,1,1,0,1,2,3,4,snoRNA
URS0001A120C7/Staphylococcus,8,1,3,5,2,1,0,1,2,1,0,1,4,1,1,3,1,0,0,1,0,0,0,1,0,2,1,2,3,0,0,0,2,1,1,0,1,0,0,1,1,0,1,0,1,0,2,3,4,1,2,3,1,1,0,2,2,0,1,0,1,2,1,3,snoRNA
URS0002195F7C/Chitinimonas,0,0,2,2,3,1,1,2,3,2,2,2,0,0,0,0,0,3,0,3,3,0,3,1,1,3,3,1,2,1,2,1,0,1,1,1,2,2,3,1,2,6,1,0,0,5,7,1,0,0,3,4,2,2,1,1,2,1,2,1,0,1,1,0,snoRNA
URS00021C3EE7/Amycolatopsis,0,3,2,0,1,1,3,0,0,2,1,0,1,1,4,1,2,2,3,3,4,3,4,2,2,3,1,1,0,0,0,2,0,2,0,2,3,3,3,2,5,3,1,2,0,3,1,1,0,0,1,0,0,1,2,1,3,3,2,0,0,3,1,0,snoRNA
URS000223EE6B/Micromonospora,1,0,2,0,1,4,3,0,0,1,2,0,0,0,0,0,1,2,0,0,1,3,4,0,3,3,10,4,1,2,2,0,0,5,1,0,3,4,5,2,1,6,3,3,0,1,4,0,0,1,0,1,1,2,2,1,0,1,1,0,1,0,0,0,snoRNA
URS00009CC3B1/Pseudomonas,4,3,3,1,5,7,2,3,4,4,4,3,4,3,3,4,2,3,1,5,5,3,2,4,3,5,8,4,0,7,6,3,2,3,3,6,5,2,2,5,3,2,3,4,5,3,7,4,7,1,3,9,2,8,5,1,4,2,4,3,2,4,4,4,snoRNA
URS00009D810D/Pseudomonas,7,5,2,6,4,5,3,3,0,1,2,2,3,1,3,1,1,1,1,3,2,4,4,2,4,3,3,2,4,2,2,4,5,1,3,3,1,4,2,1,3,3,1,2,3,1,2,4,3,3,1,3,3,4,1,0,3,4,2,3,2,0,6,9,snoRNA
URS00009DD761/Pseudomonas,1,2,2,4,2,0,0,1,0,2,1,3,3,2,1,6,1,2,3,1,2,1,2,3,4,2,1,4,1,1,3,2,3,2,2,0,4,1,4,0,2,2,1,2,1,2,1,3,1,3,2,1,3,1,2,6,0,3,2,1,2,6,3,12,snoRNA
URS00022871BE/Salmonella,1,0,0,2,0,2,2,1,1,0,0,0,3,0,3,3,0,2,3,0,4,4,1,0,2,1,1,3,0,2,1,3,0,1,1,1,1,1,0,2,0,2,1,3,1,2,1,3,0,3,1,2,1,2,3,2,1,3,1,1,2,0,1,6,snoRNA
URS00009FB687/Pseudomonas,16,2,9,3,4,11,6,5,6,9,12,9,4,3,6,7,8,6,15,3,3,5,2,6,10,8,4,8,3,11,6,6,13,1,8,2,13,7,3,9,2,8,3,2,4,7,2,9,8,9,4,5,13,4,8,3,4,4,2,2,1,7,3,8,snoRNA
URS0000A1840A/Pseudomonas,1,4,0,0,1,3,0,1,3,1,0,2,0,2,1,2,0,3,1,1,4,2,5,1,2,1,2,1,1,1,3,1,0,1,2,2,3,3,2,0,1,1,3,4,1,1,3,1,1,2,1,1,0,1,2,0,2,2,4,1,0,1,0,0,snoRNA
URS0000A2443F/Pseudomonas,5,4,1,2,1,6,3,3,0,1,3,4,2,4,5,1,7,0,2,3,4,10,5,2,4,3,5,2,4,3,2,3,1,5,1,3,2,3,5,1,1,6,2,4,1,2,3,3,5,3,1,1,3,5,1,5,1,4,2,2,2,0,3,6,snoRNA
URS0000A32033/Pseudomonas,0,0,1,0,2,2,3,2,1,3,3,2,0,3,1,2,2,2,2,2,1,9,3,0,4,5,8,3,1,2,4,2,1,2,2,3,2,4,8,6,3,5,3,2,2,2,5,9,1,3,1,3,1,1,4,3,1,6,5,4,3,3,5,8,snoRNA
URS0000A3B33E/Pseudomonas,37,9,7,3,19,4,4,3,5,9,6,5,7,1,2,1,5,11,6,6,7,9,7,8,6,11,9,3,2,8,3,4,6,5,9,1,10,6,5,4,2,5,8,4,4,11,1,8,6,4,5,2,2,7,4,6,4,5,6,0,0,1,6,7,snoRNA
URS0000A4C2E6/Pseudomonas,0,0,1,0,0,1,3,1,0,3,2,0,0,0,0,0,1,2,1,1,0,1,0,0,2,1,2,0,1,0,2,2,1,0,0,0,2,1,0,4,2,2,1,1,0,0,6,1,0,0,2,2,0,2,1,0,2,3,0,1,0,0,1,0,snoRNA
URS0000A58AEB/Pseudomonas,0,1,1,1,0,3,0,0,0,2,0,0,1,0,1,2,3,0,0,0,2,3,2,1,0,3,3,2,0,2,1,4,0,1,1,1,1,2,4,2,1,1,3,5,1,1,2,4,1,1,1,1,1,1,1,3,1,3,4,2,1,2,5,3,snoRNA
URS0000A591FB/Pseudomonas,0,0,0,1,1,0,0,2,0,1,1,1,1,2,4,2,0,2,0,2,1,1,3,2,1,0,3,2,3,2,1,1,0,0,4,2,2,4,2,1,0,2,1,3,1,0,1,1,3,0,0,1,2,3,1,1,1,5,3,0,0,4,0,4,snoRNA
URS0000A5B0A8/Pseudomonas,1,3,0,1,1,5,1,1,1,1,1,0,3,1,1,1,2,4,2,2,2,6,3,1,3,3,4,1,0,3,1,2,0,1,0,2,1,3,6,1,1,2,4,3,2,1,0,4,1,1,2,0,1,3,1,2,1,1,5,1,1,0,1,2,snoRNA
URS0000A5B359/Pseudomonas,13,4,6,3,3,11,7,6,7,9,8,8,0,5,6,7,8,7,8,7,3,5,6,10,12,8,10,8,2,11,7,6,7,3,7,3,10,10,7,7,5,5,6,5,6,9,12,11,10,6,7,5,13,5,6,8,2,10,4,6,3,9,6,13,snoRNA
URS0000A6B2A9/Pseudomonas,33,6,7,4,17,6,6,7,9,12,3,1,5,4,4,2,8,11,9,4,11,6,3,6,6,8,6,2,1,6,6,6,5,11,8,4,8,4,5,5,5,6,9,3,1,6,3,11,5,5,5,1,4,4,3,6,5,4,9,5,2,2,7,5,snoRNA
URS0000ACD50E/Curtobacterium,0,1,0,0,1,0,2,1,0,2,1,1,0,1,2,1,0,1,0,1,1,1,2,2,1,2,0,0,2,7,0,0,1,2,1,1,1,0,0,2,0,0,0,1,0,0,1,1,0,1,1,3,4,0,1,2,1,2,0,0,0,1,0,1,snoRNA
URS0000AFD6AD/Curtobacterium,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,snoRNA
URS0000AFEADD/Chryseobacterium,5,1,2,3,4,0,0,3,1,0,1,0,2,2,2,2,1,0,0,1,0,1,0,3,3,2,0,3,0,1,2,1,2,0,0,3,1,1,0,1,1,1,0,1,1,3,1,0,5,3,1,2,2,1,2,0,1,0,0,1,0,3,4,1,snoRNA
URS0000B1334F/Curtobacterium,0,2,1,0,1,0,2,1,2,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,1,3,4,0,0,3,1,0,0,1,0,0,2,2,2,4,1,0,0,0,0,2,2,0,0,0,2,0,0,0,1,1,2,1,0,1,0,0,1,1,snoRNA
URS0000BE89A6/Paenibacillus,2,1,2,2,1,2,5,1,1,2,2,1,3,0,1,1,2,2,5,2,1,0,0,0,1,3,2,1,0,1,0,0,2,1,0,1,2,2,1,1,2,2,4,0,4,0,2,0,1,2,0,3,1,0,1,2,3,1,0,0,2,1,0,2,snoRNA
URS0000C0B18F/Microbacterium,0,0,0,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,1,1,1,2,0,0,3,1,1,0,0,0,2,0,0,0,2,2,1,1,2,1,1,1,1,0,0,2,4,0,1,0,0,2,0,0,3,0,1,1,1,0,0,0,0,1,snoRNA
URS0000C72534/Ignavibacterium,4,1,2,5,4,0,1,1,3,1,1,1,4,2,2,7,2,0,3,2,0,0,0,1,1,0,2,1,0,0,1,0,3,0,1,2,1,1,0,0,1,0,0,1,3,0,1,4,7,0,1,7,1,1,0,2,2,2,1,1,4,4,2,1,snoRNA
URS0000C98035/Burkholderia,0,2,0,0,0,0,4,0,4,3,4,2,0,1,1,1,1,4,3,1,3,1,2,4,1,3,5,1,0,0,2,1,2,2,2,1,2,1,12,0,4,6,5,2,0,2,6,0,3,1,0,0,1,0,1,1,1,4,1,1,0,2,0,0,snoRNA
URS0000D37944/Bacillus,8,0,2,1,2,1,3,2,0,2,0,3,3,0,1,3,1,2,1,3,0,1,0,1,2,2,0,2,0,3,2,1,2,0,0,0,1,0,1,1,0,1,2,0,3,1,2,0,5,3,0,3,3,1,1,3,0,1,0,0,1,2,0,4,snoRNA
URS0000D85AD9/Acidobacteria,1,1,1,3,1,0,0,3,4,2,1,1,0,1,1,5,2,0,0,2,1,1,4,2,2,2,0,0,3,0,3,1,1,3,3,1,0,0,0,2,4,1,0,0,1,2,2,1,2,1,2,3,3,1,2,2,2,3,0,0,0,4,3,5,snoRNA
URS0000D88A8E/Oceanospirillum,0,4,4,4,2,1,0,2,1,2,0,1,1,1,3,1,1,0,1,1,1,0,0,1,4,1,1,2,0,1,1,2,4,1,0,1,3,0,2,1,3,3,4,2,3,2,3,1,0,1,5,0,0,0,2,3,3,1,3,1,1,1,3,0,snoRNA
URS0000DB4D4F/Armatimonadetes,2,1,3,0,1,3,2,1,1,2,3,2,0,1,1,0,1,2,0,1,0,4,3,3,3,0,4,3,0,0,2,3,2,2,3,0,1,0,3,0,4,3,5,4,2,4,4,2,3,0,2,1,1,2,2,1,1,1,2,2,1,1,2,3,snoRNA
URS0000DB602F/Gammaproteobacteria,0,0,0,0,5,1,4,0,0,0,1,1,1,0,0,1,0,3,3,0,2,7,3,1,1,7,4,3,1,4,0,2,1,1,4,0,1,4,4,3,1,7,0,2,1,1,3,0,1,0,2,1,1,1,3,0,0,5,0,0,0,0,0,0,snoRNA
URS0000DC984A/Flavobacterium,0,4,1,4,4,0,1,2,2,1,2,1,3,2,3,3,1,1,2,1,3,0,0,2,1,3,0,1,1,1,4,0,2,1,4,1,2,0,0,2,0,1,1,1,0,3,1,1,5,2,0,3,4,0,1,1,3,1,1,2,1,1,0,8,snoRNA
URS0000DD0E8D/Streptococcus,2,2,1,1,3,2,2,6,4,2,1,3,0,0,2,9,4,1,3,3,0,2,2,0,1,2,1,1,0,3,0,8,6,4,3,0,0,1,0,1,2,1,1,1,2,1,4,3,3,4,2,1,6,1,3,2,3,3,1,2,3,2,4,3,snoRNA
URS0000DD4CD6/Streptococcus,4,1,0,3,4,1,2,0,3,1,5,1,2,1,1,4,3,1,0,4,1,0,0,2,0,0,0,0,1,1,2,0,6,1,1,1,1,0,2,0,1,0,2,2,0,3,0,1,5,1,2,0,0,2,0,0,3,1,1,1,0,1,2,2,snoRNA
URS0000DE4858/Pseudogracilibacillus,1,2,1,1,3,1,0,1,3,0,2,2,1,1,3,5,1,2,1,2,1,1,2,2,0,2,1,0,2,0,1,1,2,1,1,1,1,2,0,0,1,1,0,0,2,1,2,2,4,0,2,6,3,1,0,1,1,1,1,2,2,3,1,4,snoRNA
URS0000DE7CF5/Paenibacillus,0,1,0,1,0,0,1,1,3,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,6,0,0,0,0,3,0,2,0,0,2,1,1,0,0,0,2,2,snoRNA
URS0000DED1A1/Streptococcus,11,2,4,4,1,1,1,2,6,0,0,1,1,1,2,4,1,0,0,1,0,0,1,0,0,0,1,1,4,0,1,2,3,1,3,1,1,1,0,1,3,1,1,2,1,1,2,2,5,1,2,3,0,1,0,3,1,1,4,1,3,2,2,10,snoRNA
nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS0000000003/uncultured,6,8,9,5,3,5,0,10,8,10,13,5,8,2,6,6,3,5,4,5,4,5,4,3,8,5,3,3,5,3,7,6,16,3,10,5,7,4,4,3,8,1,6,6,6,8,4,3,5,5,8,7,4,4,4,9,5,4,6,3,8,1,6,9,rRNA
URS0000000004/uncultured,0,8,6,4,4,4,6,1,6,7,9,4,4,4,6,2,6,3,6,1,3,5,5,3,9,5,13,6,3,1,6,2,7,4,12,5,5,8,9,5,13,6,15,9,5,4,8,5,5,5,4,0,0,5,10,3,7,3,3,5,0,3,2,1,rRNA
URS0000000005/uncultured,5,11,7,1,7,7,11,6,7,12,16,4,4,5,10,6,7,8,11,3,9,7,8,5,9,13,11,6,4,1,13,2,16,5,13,7,8,8,12,12,14,9,22,11,8,10,6,4,4,5,8,7,4,6,5,3,9,10,8,4,2,2,4,2,rRNA
URS0000000009/uncultured,3,5,3,5,6,7,6,7,8,5,4,9,4,9,6,3,6,8,7,2,5,1,10,8,5,11,9,7,3,6,10,6,8,6,5,6,7,5,12,8,10,10,8,5,8,9,10,2,4,7,10,4,9,9,4,2,2,5,10,10,1,3,3,5,rRNA
URS000000000A/uncultured,3,8,4,1,3,6,10,6,4,15,9,5,4,2,9,3,5,4,8,5,6,2,7,3,10,11,9,3,6,5,7,2,10,8,9,9,7,8,11,6,17,4,19,8,4,6,10,4,3,2,8,5,4,5,6,3,4,6,13,4,2,1,2,2,rRNA
URS000000000B/uncultured,1,9,8,5,8,7,6,4,7,16,14,3,5,5,5,6,7,4,6,2,4,5,8,4,5,11,7,12,9,2,10,3,20,5,15,7,3,6,17,8,15,11,20,10,5,3,14,5,9,2,4,5,2,6,8,3,8,3,14,7,2,4,6,5,rRNA
URS000000000C/uncultured,4,15,10,7,12,7,13,10,12,16,20,9,11,7,14,4,9,10,10,5,9,5,11,9,14,20,29,7,9,6,17,5,21,13,25,11,7,15,25,16,27,18,30,23,10,7,20,13,5,11,10,4,6,6,16,8,10,9,23,14,3,11,8,8,rRNA
URS000000000F/uncultured,18,24,23,13,17,25,29,16,28,19,34,22,22,19,21,12,22,21,20,11,21,7,20,18,27,32,21,14,13,13,26,8,43,20,33,19,21,19,23,23,38,23,36,26,17,12,33,15,19,20,23,13,14,13,15,12,16,17,29,20,7,9,15,10,rRNA
URS0000000011/Shewanella,38,58,54,37,41,54,58,50,58,56,73,57,45,34,52,35,65,21,49,32,26,28,31,25,49,35,48,49,41,31,38,32,87,49,74,39,36,33,47,40,82,32,68,59,64,33,72,45,58,41,64,34,23,38,34,38,50,38,63,41,38,21,33,27,rRNA
URS0000000012/uncultured,8,8,10,9,7,9,9,9,7,13,10,8,8,9,10,6,10,3,9,7,8,2,7,5,9,6,11,9,8,1,9,2,20,6,13,8,3,6,12,10,12,13,19,10,10,5,9,7,8,9,6,5,1,5,9,4,13,5,13,7,6,6,9,2,rRNA
URS0000000015/uncultured,4,7,5,6,3,2,2,1,9,3,8,2,8,1,3,7,1,1,1,4,2,4,4,1,3,0,3,1,5,3,2,4,4,3,4,6,3,4,0,3,5,0,3,6,9,1,4,3,4,3,9,9,3,2,2,4,2,4,4,4,7,1,3,2,rRNA
URS0000000017/uncultured,14,26,21,20,23,17,22,26,30,31,27,20,17,18,32,14,21,17,21,7,18,12,22,13,23,29,25,21,21,11,23,17,38,19,39,26,15,18,28,19,40,18,41,26,22,13,38,19,21,23,25,20,19,23,14,11,24,14,30,21,12,12,12,13,rRNA
URS000000001A/uncultured,26,26,25,12,22,32,29,19,15,26,40,18,10,14,18,24,19,17,27,14,29,28,34,22,22,43,55,21,9,18,28,15,50,21,31,19,21,43,33,27,50,33,75,25,22,20,35,24,17,20,20,13,12,20,16,14,20,20,42,23,12,21,20,13,rRNA
URS000000001F/uncultured,16,26,17,14,21,28,33,18,24,29,38,32,19,24,33,13,24,16,27,10,24,15,22,21,27,31,33,17,19,10,30,14,48,23,43,29,24,18,29,17,41,21,54,34,25,20,38,19,23,25,20,24,18,20,20,12,25,24,31,22,7,10,14,11,rRNA
URS0000000021/uncultured,13,19,14,15,20,25,22,8,20,28,28,16,17,15,23,6,17,17,18,6,22,19,29,13,23,49,50,21,9,9,26,8,36,25,38,21,22,32,39,21,34,28,55,17,14,10,25,8,13,12,14,11,14,21,19,8,11,16,18,12,4,9,8,8,rRNA
URS0000000026/uncultured,2,3,0,1,4,6,2,3,1,7,1,3,2,3,4,3,5,6,2,5,8,11,5,4,3,6,5,8,4,7,4,4,1,1,4,1,3,8,6,5,0,4,5,7,7,2,2,5,0,6,6,3,5,6,6,4,0,3,5,3,2,7,3,6,rRNA
URS0000000027/uncultured,22,25,24,19,26,23,26,18,25,25,27,25,17,26,24,15,21,19,19,11,20,7,21,9,19,31,27,20,15,10,24,13,44,15,39,24,22,12,27,21,41,19,31,25,24,11,28,16,25,23,23,13,11,17,14,12,22,13,29,20,11,11,16,7,rRNA
URS000000002D/uncultured,13,24,16,14,22,24,27,14,21,29,31,17,11,25,22,17,16,18,25,13,24,17,31,18,23,37,32,22,15,12,23,14,32,16,34,24,19,22,35,23,39,29,45,26,28,16,39,16,22,23,23,13,12,19,20,13,20,17,36,20,8,12,6,10,rRNA
URS000000002E/uncultured,25,34,27,30,28,13,20,21,28,21,28,29,27,20,35,15,18,20,18,8,23,10,12,11,20,25,25,22,18,9,22,13,53,21,41,18,15,14,26,21,34,18,34,24,24,9,27,22,24,14,28,21,14,19,18,11,27,17,26,22,21,12,14,13,rRNA
URS0000000030/uncultured,8,16,13,14,17,15,25,15,14,29,37,19,13,16,21,7,17,14,14,7,19,10,20,21,18,34,32,19,12,11,34,18,33,19,30,20,12,21,34,29,37,31,66,34,24,14,50,25,21,20,21,11,14,15,20,14,14,22,43,30,5,14,19,13,rRNA
URS0000000031/uncultured,4,17,19,6,13,32,29,12,20,38,39,14,9,16,9,9,18,27,20,10,24,18,32,18,25,32,49,14,11,10,34,11,36,18,36,15,21,31,48,23,40,41,60,36,22,13,29,15,18,15,19,8,6,25,15,8,12,16,32,14,7,6,12,4,rRNA
URS0000000034/uncultured,3,17,8,9,8,5,8,8,8,13,10,12,10,7,12,4,7,5,5,8,7,4,7,6,4,6,10,7,8,0,11,4,17,5,10,12,10,5,1,4,11,7,16,9,10,3,12,11,13,8,9,5,5,6,9,6,14,4,8,5,6,5,8,2,rRNA
URS0000000035/uncultured,9,7,12,10,5,9,7,8,15,5,21,12,10,8,13,9,8,6,7,7,5,6,5,4,8,12,4,10,7,1,7,11,14,7,13,16,7,6,6,7,16,3,16,14,10,10,13,12,16,7,13,8,5,8,12,7,9,5,12,8,15,7,9,11,rRNA
URS000000003D/uncultured,7,9,9,5,10,6,10,9,12,10,12,5,11,4,9,4,8,8,10,3,6,3,4,4,10,11,14,7,2,4,11,5,15,13,12,8,7,6,9,11,11,11,20,10,10,7,12,5,7,7,7,6,7,5,6,7,5,6,16,7,6,0,5,2,rRNA
URS0000000042/uncultured,1,3,0,0,3,2,2,0,1,0,4,2,1,0,3,1,1,1,2,2,3,4,2,1,1,2,1,2,2,1,1,0,1,1,4,0,2,1,1,2,1,2,5,3,1,1,2,2,1,5,0,1,2,1,0,0,1,2,3,1,0,0,1,0,rRNA
URS0000000045/uncultured,9,13,13,9,12,11,20,11,14,22,21,11,14,6,15,10,15,9,14,8,7,9,10,9,14,18,20,8,12,2,16,4,26,12,28,9,12,10,14,17,24,13,26,20,16,13,14,8,14,11,13,9,7,8,11,6,12,10,17,13,5,7,10,5,rRNA
URS0000000046/uncultured,21,24,17,18,26,24,27,19,26,23,28,27,20,21,26,14,23,18,16,10,21,12,20,11,17,29,34,20,18,10,26,11,44,20,39,28,13,14,28,20,43,23,41,23,23,13,29,17,20,22,26,15,15,18,17,12,23,16,27,17,8,11,16,15,rRNA
URS0000000048/uncultured,1,6,7,3,2,5,5,7,5,3,7,1,4,0,2,2,2,5,2,1,2,1,3,2,7,6,4,2,3,5,4,4,6,2,4,3,7,6,5,4,9,1,7,6,3,4,5,3,5,3,6,4,2,2,1,0,2,4,8,2,1,1,3,2,rRNA
URS0000000049/uncultured,9,15,10,7,14,13,15,11,13,14,15,16,7,15,10,6,11,8,17,11,12,9,13,9,13,16,15,9,7,7,17,10,16,12,23,10,8,17,19,10,22,16,24,10,17,7,21,10,11,10,9,10,11,11,9,4,12,10,20,17,6,6,5,3,rRNA
URS000000004A/Streptococcus,6,12,11,5,6,2,13,11,10,10,15,8,13,5,12,4,7,5,10,5,9,3,4,5,8,10,5,6,9,2,11,1,20,10,9,7,5,6,12,6,17,5,8,13,11,4,8,7,5,10,11,9,7,5,4,3,8,9,9,6,2,2,5,11,rRNA
URS000000005D/uncultured,15,24,23,10,15,18,23,23,21,32,39,20,22,17,25,9,14,17,27,15,19,13,24,12,23,35,28,18,21,7,23,13,36,23,27,22,22,22,28,22,33,29,39,23,29,11,37,22,19,19,26,18,15,19,24,11,20,18,25,22,11,7,7,7,rRNA
URS0000000060/uncultured,8,18,13,7,16,14,18,13,14,16,14,23,19,13,17,10,15,14,15,6,17,9,12,10,13,18,17,14,9,6,16,9,32,11,28,12,9,12,15,13,20,16,27,12,10,9,22,15,15,15,12,12,11,14,11,7,17,11,16,14,8,5,9,6,rRNA
URS0000000062/uncultured,6,9,7,2,6,13,7,4,9,8,10,2,7,1,7,4,4,6,7,3,3,5,8,5,8,11,12,6,4,4,7,5,14,8,11,7,7,8,10,7,17,4,15,9,7,5,7,5,5,2,7,5,2,6,5,2,3,7,13,6,2,1,6,3,rRNA
URS0000000065/uncultured,9,17,15,10,12,12,9,7,12,14,20,7,15,11,17,6,8,5,14,4,11,10,13,11,11,13,19,12,7,2,16,3,26,10,19,12,10,8,16,9,29,12,29,19,12,9,14,10,15,10,10,9,5,6,11,8,8,12,15,13,4,7,7,3,rRNA
URS0000000067/uncultured,6,9,6,1,5,6,6,8,11,7,11,4,6,5,7,4,2,6,6,4,5,2,4,7,8,8,5,5,3,1,8,5,14,5,13,6,5,3,5,6,16,2,17,10,5,7,9,4,4,5,10,7,5,4,4,4,3,6,7,5,5,3,8,4,rRNA
